smiles idnumber mw hac
CC(C)CCN1C(=O)C2=CC=CC=C2N2C(SCC3=CC=CC=C3F)=NN=C12 Z17752470 396.491 28
CC(C)CCN1C(=O)C2=CC=CC=C2N2C(SCC3=CC=CC=C3)=NN=C12 Z17752481 378.501 27
CC1=C(C)C(NC(=O)CSC2=NN=C3N(CCC(C)C)C(=O)C4=CC=CC=C4N23)=CC=C1 Z17752536 449.580 32
COC1=CC=C(CC2=NN=C(SCC(=O)NC3=NOC(C)=C3)O2)C=C1 Z17812398 360.395 25
COC1=CC=C(CC2=NN=C(SCC3=CC=C(C)C=C3)O2)C=C1 Z17812581 326.421 23
COC1=CC=C(CC2=NN=C(SCC3=CC=CC(F)=C3)O2)C=C1 Z17812658 330.384 23
COC1=CC=C(CC2=NN=C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)O2)C=C1 Z17812958 397.456 28
COC1=CC=C(CC2=NN=C(SC(C)C(=O)C3=CC=C(C)C(C)=C3)O2)C=C1 Z17813023 382.485 27
COC1=CC=C(CC2=NN=C(SCCC3=CC=CC=C3)O2)C=C1 Z17813030 326.421 23
CCC1=CC=C(C(=O)C(C)SC2=NN=C(CC3=CC=C(OC)C=C3)O2)C=C1 Z17813065 382.485 27
COC1=CC=C(CC2=NN=C(SCC3=CSC(C)=N3)O2)C=C1 Z17813167 333.438 22
COC1=CC=C(CC2=NN=C(SCC3=CC=CC=C3F)O2)C=C1 Z17813460 330.384 23
COC1=CC=C(CC2=NN=C(SCC3=CC=C(Cl)C=C3)O2)C=C1 Z17813469 346.839 23
COC1=CC=C(CC2=NN=C(SCC3=CC=CC=C3)O2)C=C1 Z17813471 312.394 22
COC1=CC=C(CC2=NN=C(SCC3=CC=CC(Cl)=C3)O2)C=C1 Z17813485 346.839 23
COC1=CC=C(CC2=NN=C(SCC(=O)NC3=CC=CC(C)=C3C)O2)C=C1 Z17813526 383.473 27
COC1=CC=C(CC2=NN=C(SCC3=CC=CC(C)=C3)O2)C=C1 Z17813953 326.421 23
CC1=CC(NC(=O)COC2=CC=CC=C2Br)=NO1 Z17828770 311.135 18
CC(=O)NC1=CC=C(C(=O)COC2=CC=CC=C2Br)C=C1 Z17829049 348.196 21
CC1=CC(NC(=O)CSC2=C(Cl)C=CC=C2Cl)=NO1 Z17830672 317.197 19
CC(=O)NC1=CC=C(C(=O)CSC2=C(Cl)C=CC=C2Cl)C=C1 Z17831176 354.258 22
CC1=CC(NC(=O)COC2=CC(Cl)=CC(Cl)=C2)=NO1 Z17833720 301.129 19
CC(=O)NC1=CC=C(C(=O)COC2=CC(Cl)=CC(Cl)=C2)C=C1 Z17833999 338.190 22
CC1=CC(NC(=O)CSC2=NN=CN2C2=CC=CC=C2C)=NO1 Z17843960 329.385 23
CC1=CC=C(CSC2=NN=CN2C2=CC=CC=C2C)C=C1 Z17844143 295.411 21
CC1=CC=CC=C1N1C=NN=C1SCC1=CC=CC(F)=C1 Z17844220 299.374 21
CC(=O)NC1=CC=C(C(=O)CSC2=NN=CN2C2=CC=CC=C2C)C=C1 Z17844520 366.446 26
CC1=CC=C(C(=O)C(C)SC2=NN=CN2C2=CC=CC=C2C)C=C1C Z17844585 351.475 25
CC1=CC=CC=C1N1C=NN=C1SCCC1=CC=CC=C1 Z17844592 295.411 21
CCC1=CC=C(C(=O)C(C)SC2=NN=CN2C2=CC=CC=C2C)C=C1 Z17844627 351.475 25
CC1=NC(CSC2=NN=CN2C2=CC=CC=C2C)=CS1 Z17844729 302.428 20
CC1=CC=CC=C1N1C=NN=C1SCC1=CC=CC=C1F Z17845022 299.374 21
CC1=CC=CC=C1N1C=NN=C1SCC1=CC=C(Cl)C=C1 Z17845031 315.829 21
CC1=CC=CC=C1N1C=NN=C1SCC1=CC=CC=C1 Z17845033 281.384 20
CC1=CC=CC=C1N1C=NN=C1SCC1=CC=CC(Cl)=C1 Z17845047 315.829 21
CC1=CC=CC=C1N1C=NN=C1SCC(=O)NC1=C(C)C(C)=CC=C1 Z17845088 352.463 25
CC1=CC=CC(CSC2=NN=CN2C2=CC=CC=C2C)=C1 Z17845515 295.411 21
COC1=CC=C(C2=NN(CC(=O)NC3=NOC(C)=C3)N=N2)C=C1OC Z17847318 344.331 25
COC1=CC=C(C2=NN(CCCC3=CC=CC=C3)N=N2)C=C1OC Z17847389 324.384 24
COC1=CC=C(C2=NN(CC3=CC=C(C)C=C3)N=N2)C=C1OC Z17847436 310.357 23
COC1=CC=C(C2=NN(CC(=O)C3=CC=C(NC(C)=O)C=C3)N=N2)C=C1OC Z17847662 381.392 28
COC1=CC=C(C2=NN(CC3=CC=C(Cl)C=C3)N=N2)C=C1OC Z17847936 330.775 23
COC1=CC=C(C2=NN(CC3=CC=CC=C3)N=N2)C=C1OC Z17847938 296.330 22
COC1=CC=C(C2=NN(CC3=CC=CC(Cl)=C3)N=N2)C=C1OC Z17847946 330.775 23
COC1=CC=C(C2=NN(CC(=O)NC3=CC=CC(C)=C3C)N=N2)C=C1OC Z17847980 367.409 27
COC1=CC=C(C2=NN(CC3=CC=CC(C)=C3)N=N2)C=C1OC Z17848317 310.357 23
CC1=CC(NC(=O)CSC2=NN=C(C)N2C2=CC=CC=C2C)=NO1 Z17853171 343.412 24
CC1=CC=C(CSC2=NN=C(C)N2C2=CC=CC=C2C)C=C1 Z17853354 309.438 22
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C)N2C2=CC=CC=C2C)C=C1 Z17853731 380.473 27
CC1=CC=C(C(=O)C(C)SC2=NN=C(C)N2C2=CC=CC=C2C)C=C1C Z17853796 365.502 26
CC1=CC=CC=C1N1C(C)=NN=C1SCCC1=CC=CC=C1 Z17853803 309.438 22
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C)N2C2=CC=CC=C2C)C=C1 Z17853838 365.502 26
CC1=NC(CSC2=NN=C(C)N2C2=CC=CC=C2C)=CS1 Z17853940 316.455 21
CC1=CC=CC=C1N1C(C)=NN=C1SCC1=CC=CC=C1 Z17854244 295.411 21
CC1=CC=CC=C1N1C(C)=NN=C1SCC1=CC=CC(Cl)=C1 Z17854258 329.856 22
CC1=CC=CC=C1N1C(C)=NN=C1SCC(=O)NC1=CC=CC(C)=C1C Z17854299 366.490 26
CC1=CC=C(C2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C2=CC=C(C)C=C2)C=C1 Z17881443 419.510 30
CC1=CC=C(C2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C)C=C1 Z17884813 343.412 24
CC1=CC=C(CSC2=NN=C(C3=CC=C(C)C=C3)N2C)C=C1 Z17884996 309.438 22
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=C(C)C=C3)N2C)C=C1 Z17885373 380.473 27
CC1=CC=C(C2=NN=C(SC(C)C(=O)C3=CC=C(C)C(C)=C3)N2C)C=C1 Z17885438 365.502 26
CC1=CC=C(C2=NN=C(SCCC3=CC=CC=C3)N2C)C=C1 Z17885445 309.438 22
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=C(C)C=C3)N2C)C=C1 Z17885480 365.502 26
CC1=CC=C(C2=NN=C(SCC3=CSC(C)=N3)N2C)C=C1 Z17885582 316.455 21
CC1=CC=C(C2=NN=C(SCC3=CC=C(Cl)C=C3)N2C)C=C1 Z17885884 329.856 22
CC1=CC=C(C2=NN=C(SCC3=CC=CC=C3)N2C)C=C1 Z17885886 295.411 21
CC1=CC=C(C2=NN=C(SCC3=CC=CC(Cl)=C3)N2C)C=C1 Z17885900 329.856 22
CC1=CC=C(C2=NN=C(SCC(=O)NC3=CC=CC(C)=C3C)N2C)C=C1 Z17885941 366.490 26
COC1=CC=CC(NC2=NN=C(SCC(=O)NC3=NOC(C)=C3)S2)=C1 Z17903957 377.451 25
COC1=CC=CC(NC2=NN=C(SCC3=CC=CC(F)=C3)S2)=C1 Z17904217 347.440 23
COC1=CC=CC(NC2=NN=C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)S2)=C1 Z17904517 414.512 28
COC1=CC=CC(NC2=NN=C(SCC3=CSC(C)=N3)S2)=C1 Z17904726 350.494 22
COC1=CC=CC(NC2=NN=C(SCC3=CC=CC=C3)S2)=C1 Z17905030 329.450 22
COC1=CC=CC(NC2=NN=C(SCC(=O)NC3=CC=CC(C)=C3C)S2)=C1 Z17905085 400.529 27
CC1=CC(NC(=O)CSC2=NC=NC3=C2SC(C2=CC=C(F)C=C2)=C3)=NO1 Z17930400 400.460 27
COC(=O)C1=CC=C2C(=O)N(CCC3=CC=CC=C3)C(SCC(=O)NC3=NOC(C)=C3)=NC2=C1 Z17966383 478.530 34
COC(=O)C1=CC=C2C(=O)N(CCC3=CC=CC=C3)C(SCC3=CSC(C)=N3)=NC2=C1 Z17967117 451.573 31
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCO)=NO1 Z17969630 374.422 26
CC1=CC=C(CSC2=NC3=CC=CC=C3C(=O)N2CCCO)C=C1 Z17969813 340.448 24
O=C1C2=CC=CC=C2N=C(SCC2=CC=CC(F)=C2)N1CCCO Z17969890 344.411 24
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCO)C=C1 Z17970190 411.483 29
CC1=CC=C(C(=O)C(C)SC2=NC3=CC=CC=C3C(=O)N2CCCO)C=C1C Z17970255 396.512 28
CCC1=CC=C(C(=O)C(C)SC2=NC3=CC=CC=C3C(=O)N2CCCO)C=C1 Z17970297 396.512 28
CC1=NC(CSC2=NC3=CC=CC=C3C(=O)N2CCCO)=CS1 Z17970399 347.465 23
O=C1C2=CC=CC=C2N=C(SCC2=CC=CC=C2F)N1CCCO Z17970692 344.411 24
O=C1C2=CC=CC=C2N=C(SCC2=CC=C(Cl)C=C2)N1CCCO Z17970701 360.866 24
O=C1C2=CC=CC=C2N=C(SCC2=CC=CC=C2)N1CCCO Z17970703 326.421 23
O=C1C2=CC=CC=C2N=C(SCC2=CC=CC(Cl)=C2)N1CCCO Z17970717 360.866 24
CC1=CC=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCO)=C1C Z17970758 397.500 28
CC1=CC=CC(CSC2=NC3=CC=CC=C3C(=O)N2CCCO)=C1 Z17971185 340.448 24
CC1=CC(NC(=O)CSC2=NC3=CC=C(Cl)C=C3O2)=NO1 Z18078858 323.761 21
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=C(Cl)C=C3O2)C=C1 Z18079418 360.822 24
CC1=NC(CSC2=NC3=CC=C(Cl)C=C3O2)=CS1 Z18079627 296.804 18
ClC1=CC=C2N=C(SCC3=CC=CC=C3)OC2=C1 Z18079931 275.760 18
CC1=CC=CC(NC(=O)CSC2=NC3=CC=C(Cl)C=C3O2)=C1C Z18079986 346.839 23
CC1=CC(NC(=O)COC2=CC=CC(C#N)=C2)=NO1 Z18083187 257.249 19
CC(=O)NC1=CC=C(C(=O)COC2=CC=CC(C#N)=C2)C=C1 Z18083466 294.310 22
CC1=CC(NC(=O)CSC2=CC=CC=C2F)=NO1 Z18097675 266.297 18
CC1=CC=C(CSC2=CC=CC=C2F)C=C1 Z18097851 232.323 16
FC1=CC=CC(CSC2=CC=CC=C2F)=C1 Z18097920 236.286 16
CC(=O)NC1=CC=C(C(=O)CSC2=CC=CC=C2F)C=C1 Z18098179 303.358 21
CC1=NC(CSC2=CC=CC=C2F)=CS1 Z18098342 239.340 15
FC1=CC=CC=C1CSC1=CC=CC=C1F Z18098603 236.286 16
FC1=CC=CC=C1SCC1=CC=CC=C1 Z18098610 218.296 15
CC1=CC=CC(NC(=O)CSC2=CC=CC=C2F)=C1C Z18098652 289.375 20
CC1=CC=CC(CSC2=CC=CC=C2F)=C1 Z18099067 232.323 16
CC1=CC(NC(=O)CSC2=CC=CC(C(F)(F)F)=C2)=NO1 Z18099184 316.304 21
O=C(CSC1=CC(C(F)(F)F)=CC=C1)NC1=NC=CC=N1 Z18099189 313.304 21
CC1=C(C)C(C#N)=C(NC(=O)CSC2=CC=CC(C(F)(F)F)=C2)S1 Z18099422 370.421 24
CC(=O)NC1=CC=C(C(=O)CSC2=CC=CC(C(F)(F)F)=C2)C=C1 Z18099566 353.365 24
CN(CC1=CC=CC(F)=C1)C(=O)CSC1=CC=CC(C(F)(F)F)=C1 Z18099985 357.372 24
NC(=O)C1=CC=C(NC(=O)CSC2=CC=CC(C(F)(F)F)=C2)C=C1 Z18100028 354.353 24
O=C(CSC1=CC(C(F)(F)F)=CC=C1)NCCC1=CC=CC=C1 Z18100049 339.382 23
COCCN1C=NN=C1SCC(=O)NC1=NOC(C)=C1 Z18126797 297.340 20
COCCN1C=NN=C1SCC1=CC=C(C)C=C1 Z18126980 263.366 18
COCCN1C=NN=C1SCC1=CC=CC(F)=C1 Z18127057 267.329 18
COCCN1C=NN=C1SCC(=O)C1=CC=C(NC(C)=O)C=C1 Z18127357 334.401 23
COCCN1C=NN=C1SC(C)C(=O)C1=CC=C(C)C(C)=C1 Z18127422 319.430 22
CCC1=CC=C(C(=O)C(C)SC2=NN=CN2CCOC)C=C1 Z18127464 319.430 22
COCCN1C=NN=C1SCC1=CSC(C)=N1 Z18127566 270.383 17
COCCN1C=NN=C1SCC1=CC=CC=C1F Z18127859 267.329 18
COCCN1C=NN=C1SCC1=CC=C(Cl)C=C1 Z18127868 283.784 18
COCCN1C=NN=C1SCC1=CC=CC=C1 Z18127870 249.339 17
COCCN1C=NN=C1SCC1=CC=CC(Cl)=C1 Z18127884 283.784 18
COCCN1C=NN=C1SCC(=O)NC1=CC=CC(C)=C1C Z18127925 320.418 22
COCCN1C=NN=C1SCC1=CC=CC(C)=C1 Z18128352 263.366 18
CC1=CC(NC(=O)CSC2=NC3=CC(Br)=CN=C3[NH]2)=NO1 Z18143028 368.216 21
CC1=CC=C(CSC2=NC3=CC(Br)=CN=C3[NH]2)C=C1 Z18143211 334.242 19
BrC1=CN=C2[NH]C(SCCC3=CC=CC=C3)=NC2=C1 Z18143660 334.242 19
CC1=NC(CSC2=NC3=CC(Br)=CN=C3[NH]2)=CS1 Z18143797 341.259 18
FC1=CC=CC=C1CSC1=NC2=CC(Br)=CN=C2[NH]1 Z18144090 338.205 19
BrC1=CN=C2[NH]C(SCC3=CC=CC=C3)=NC2=C1 Z18144101 320.215 18
CC1=CC=CC(NC(=O)CSC2=NC3=CC(Br)=CN=C3[NH]2)=C1C Z18144156 391.294 23
COC1=CC=CC(C2=NN=C(SCC(=O)NC3=NOC(C)=C3)N2C2=CC=C(Cl)C=C2)=C1 Z18151428 455.927 31
CCCN1C(=O)N(C)C(=O)C2=C(SCC(=O)NC3=NOC(C)=C3)N=C(C(C)C)N=C21 Z18174020 432.506 30
CCCN1C(=O)N(C)C(=O)C2=C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)N=C(C(C)C)N=C21 Z18174560 469.567 33
CCCN1C(=O)N(C)C(=O)C2=C(SCC3=CSC(C)=N3)N=C(C(C)C)N=C21 Z18174754 405.549 27
CCCN1C(=O)N(C)C(=O)C2=C(SCC(=O)NC3=CC=CC(C)=C3C)N=C(C(C)C)N=C21 Z18175108 455.584 32
CC1=CC(NC(=O)CSC2=NC3=C(C(C4=CC=C(C)C(C)=C4)=CS3)C(=O)N2C)=NO1 Z18192875 440.550 30
COC(=O)C1=CC=C(S(N)(=O)=O)C=C1 Z18197050 215.230 14
CC1=CC(NC(=O)CSC2=CC=C3OCCCOC3=C2)=NO1 Z18212122 320.370 22
CC1=CC=C(CSC2=CC=C3OCCCOC3=C2)C=C1 Z18212298 286.396 20
FC1=CC=CC(CSC2=CC=C3OCCCOC3=C2)=C1 Z18212367 290.359 20
CC(=O)NC1=CC=C(C(=O)CSC2=CC=C3OCCCOC3=C2)C=C1 Z18212626 357.431 25
CC1=NC(CSC2=CC=C3OCCCOC3=C2)=CS1 Z18212789 293.413 19
FC1=CC=CC=C1CSC1=CC=C2OCCCOC2=C1 Z18213050 290.359 20
C1=CC=C(CSC2=CC=C3OCCCOC3=C2)C=C1 Z18213057 272.369 19
CC1=CC=CC(NC(=O)CSC2=CC=C3OCCCOC3=C2)=C1C Z18213099 343.448 24
COC(=O)C1=CC=C2C(=O)N(CC3=CC=CC=C3Cl)C(SCC(=O)NC3=NOC(C)=C3)=NC2=C1 Z18234926 498.948 34
COC(=O)C1=CC=C2C(=O)N(CC3=CC=CC=C3Cl)C(SCC3=CSC(C)=N3)=NC2=C1 Z18235660 471.991 31
COC(=O)C(C)(C)C1=CC=CC=C1 Z18240929 178.231 13
CC1=CC(NC(=O)COC2=CC=C(C(N)=O)C=C2)=NO1 Z18242400 275.264 20
CC(=O)NC1=CC=C(C(=O)COC2=CC=C(C(N)=O)C=C2)C=C1 Z18242679 312.325 23
CC1=CC=CC(NC(=O)COC2=CC=C(C(N)=O)C=C2)=C1C Z18242905 298.342 22
CC1=CC(NC(=O)COC2=CC=C(C3=CC=C(Br)C=C3)C=C2)=NO1 Z18248264 387.233 24
COC(=O)CCC1=CC=CC=C1 Z18264384 164.204 12
COC(=O)C1=CC=C(C(C)C)C=C1 Z18300276 178.231 13
COC1=CC=C(C)C=C1NC(=O)C1=CC2=CC=CC=C2C=C1OCC(=O)NC1=NOC(C)=C1 Z18307077 445.475 33
COC(=O)C1=CC=C2C=CC=CC2=C1 Z18318423 186.210 14
CC1=CC(NC(=O)COC2=CC=CC=C2C(=O)NC2=CC=CC=C2)=NO1 Z18318980 351.362 26
CC(=O)NC1=CC=C(C(=O)COC2=CC=CC=C2C(=O)NC2=CC=CC=C2)C=C1 Z18319259 388.423 29
CC1=CC=CC(NC(=O)COC2=CC=CC=C2C(=O)NC2=CC=CC=C2)=C1C Z18319485 374.440 28
CC1=CC(NC(=O)CSC2=NN=C(N)[NH]2)=NO1 Z18355809 254.275 17
CC1=CC=C(CSC2=NN=C(N)[NH]2)C=C1 Z18355992 220.301 15
NC1=NN=C(SCC2=CC=CC(F)=C2)[NH]1 Z18356069 224.264 15
NC1=NN=C(SCCC2=CC=CC=C2)[NH]1 Z18356441 220.301 15
CC1=NC(CSC2=NN=C(N)[NH]2)=CS1 Z18356578 227.318 14
NC1=NN=C(SCC2=CC=CC=C2F)[NH]1 Z18356871 224.264 15
NC1=NN=C(SCC2=CC=C(Cl)C=C2)[NH]1 Z18356880 240.719 15
NC1=NN=C(SCC2=CC=CC=C2)[NH]1 Z18356882 206.274 14
NC1=NN=C(SCC2=CC=CC(Cl)=C2)[NH]1 Z18356896 240.719 15
CC1=CC=CC(NC(=O)CSC2=NN=C(N)[NH]2)=C1C Z18356937 277.353 19
CC1=CC=CC(CSC2=NN=C(N)[NH]2)=C1 Z18357364 220.301 15
COC(=O)CC1=CC=C(OC)C=C1 Z18361142 180.203 13
COC(=O)C1=CC=C2OCOC2=C1 Z18362703 180.159 13
CC(=O)NC1=CC=C(C(=O)COC2=CC=C(C(=O)C3=CC=CC=C3)C=C2)C=C1 Z18377943 373.408 28
CC(=O)NC1=CC=C(C(=O)COC2=CC=CC(C(F)(F)F)=C2)C=C1 Z18378972 337.297 24
CC1=CC(NC(=O)CSC2=NC=CC=N2)=NO1 Z18379683 250.283 17
CC1=CC=C(CSC2=NC=CC=N2)C=C1 Z18379866 216.309 15
FC1=CC=CC(CSC2=NC=CC=N2)=C1 Z18379943 220.272 15
CC(=O)NC1=CC=C(C(=O)CSC2=NC=CC=N2)C=C1 Z18380243 287.344 20
CC1=CC=C(C(=O)C(C)SC2=NC=CC=N2)C=C1C Z18380308 272.373 19
C1=CC=C(CCSC2=NC=CC=N2)C=C1 Z18380315 216.309 15
CCC1=CC=C(C(=O)C(C)SC2=NC=CC=N2)C=C1 Z18380350 272.373 19
CC1=NC(CSC2=NC=CC=N2)=CS1 Z18380452 223.326 14
FC1=CC=CC=C1CSC1=NC=CC=N1 Z18380745 220.272 15
ClC1=CC=CC(CSC2=NC=CC=N2)=C1 Z18380770 236.727 15
CC1=CC=CC(NC(=O)CSC2=NC=CC=N2)=C1C Z18380811 273.361 19
CC(=O)NC1=CC=C(C(=O)COC2=CC=C(F)C=C2Cl)C=C1 Z18391105 321.735 22
CC1=CC=CC(NC(=O)COC2=CC=C(F)C=C2Cl)=C1C Z18391424 307.752 21
COC(=O)CC1CCCC1 Z18397570 142.198 10
COC(=O)C1=C(F)C=CC=C1F Z18408497 172.130 12
COC(=O)CC1=CC=C(Cl)C=C1 Z18425668 184.622 12
CC1=CC(NC(=O)CSCC2=CC=C(Cl)C=C2)=NO1 Z18432163 296.779 19
CC1=NC(CSCC2=CC=C(Cl)C=C2)=CS1 Z18432830 269.822 16
CC1=CC=CC(NC(=O)CSCC2=CC=C(Cl)C=C2)=C1C Z18433140 319.857 21
CC1=CC=C2[NH]C(SCC(=O)NC3=NOC(C)=C3)=NC2=C1 Z18442648 302.359 21
CC1=CC=C2[NH]C(SCC3=CC=CC(F)=C3)=NC2=C1 Z18442908 272.348 19
CC1=CC=C2[NH]C(SCC3=CSC(C)=N3)=NC2=C1 Z18443417 275.402 18
CC1=CC=C2[NH]C(SCC3=CC=CC=C3F)=NC2=C1 Z18443710 272.348 19
CC1=CC=C2[NH]C(SCC3=CC=CC=C3)=NC2=C1 Z18443721 254.358 18
CC1=CC=C2[NH]C(SCC(=O)NC3=CC=CC(C)=C3C)=NC2=C1 Z18443776 325.437 23
COC(=O)C1=CC=CS1 Z18450936 142.179 9
CC1=CC(NC(=O)CSC2=NN=C(N)S2)=NO1 Z18451569 271.327 17
CC1=CC=C(CSC2=NN=C(N)S2)C=C1 Z18451752 237.353 15
NC1=NN=C(SCC2=CC=CC(F)=C2)S1 Z18451829 241.316 15
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(N)S2)C=C1 Z18452129 308.388 20
CC1=CC=C(C(=O)C(C)SC2=NN=C(N)S2)C=C1C Z18452194 293.417 19
NC1=NN=C(SCCC2=CC=CC=C2)S1 Z18452201 237.353 15
CCC1=CC=C(C(=O)C(C)SC2=NN=C(N)S2)C=C1 Z18452236 293.417 19
CC1=NC(CSC2=NN=C(N)S2)=CS1 Z18452338 244.370 14
NC1=NN=C(SCC2=CC=CC=C2F)S1 Z18452631 241.316 15
NC1=NN=C(SCC2=CC=C(Cl)C=C2)S1 Z18452640 257.771 15
NC1=NN=C(SCC2=CC=CC=C2)S1 Z18452642 223.326 14
NC1=NN=C(SCC2=CC=CC(Cl)=C2)S1 Z18452656 257.771 15
CC1=CC=CC(NC(=O)CSC2=NN=C(N)S2)=C1C Z18452697 294.405 19
CCOC1=NC=CC=C1C(=O)OC Z18454224 181.191 13
CC1=CC(NC(=O)CSC2=CC=CC=C2Cl)=NO1 Z18458686 282.752 18
CC(=O)NC1=CC=C(C(=O)CSC2=CC=CC=C2Cl)C=C1 Z18459190 319.813 21
CC1=NC(CSC2=CC=CC=C2Cl)=CS1 Z18459353 255.795 15
CC1=CC=CC(NC(=O)CSC2=CC=CC=C2Cl)=C1C Z18459663 305.830 20
COC(=O)C1=CC=C(F)C=C1F Z18473755 172.130 12
COC(=O)C1=CC=CC(C)=C1C Z18481649 164.204 12
CC1=CC(NC(=O)CSC2=NC=CN2C)=NO1 Z18498694 252.299 17
CC1=CC=C(CSC2=NC=CN2C)C=C1 Z18498877 218.325 15
CC(=O)NC1=CC=C(C(=O)CSC2=NC=CN2C)C=C1 Z18499254 289.360 20
CC1=CC=C(C(=O)C(C)SC2=NC=CN2C)C=C1C Z18499319 274.389 19
CN1C=CN=C1SCCC1=CC=CC=C1 Z18499326 218.325 15
CCC1=CC=C(C(=O)C(C)SC2=NC=CN2C)C=C1 Z18499361 274.389 19
CC1=NC(CSC2=NC=CN2C)=CS1 Z18499463 225.342 14
CN1C=CN=C1SCC1=CC=C(Cl)C=C1 Z18499765 238.743 15
CN1C=CN=C1SCC1=CC=CC=C1 Z18499767 204.298 14
CN1C=CN=C1SCC1=CC=CC(Cl)=C1 Z18499781 238.743 15
CC1=CC=CC(NC(=O)CSC2=NC=CN2C)=C1C Z18499822 275.377 19
CC1=CC=CC(CSC2=NC=CN2C)=C1 Z18500249 218.325 15
O=S1(=O)C2=C3C(=CC=CC3=CC=C2)N1CCCC1=CC=CC=C1 Z18509323 323.417 23
CC1=CC=C(CN2C3=CC=CC4=CC=CC(=C34)S2(=O)=O)C=C1 Z18509360 309.390 22
O=S1(=O)C2=C3C(=CC=CC3=CC=C2)N1CC1=CC=CC=C1F Z18509727 313.353 22
O=S1(=O)C2=C3C(=CC=CC3=CC=C2)N1CC1=CC=C(Cl)C=C1 Z18509730 329.808 22
O=S1(=O)C2=C3C(=CC=CC3=CC=C2)N1CC1=CC(Cl)=CC=C1 Z18509738 329.808 22
CC1=CC=CC(NC(=O)CN2C3=CC=CC4=CC=CC(=C34)S2(=O)=O)=C1C Z18509765 366.442 26
CC1=CC(NC(=O)CSC2=NN=NN2C)=NO1 Z18519148 254.275 17
CC1=CC=C(CSC2=NN=NN2C)C=C1 Z18519331 220.301 15
CN1N=NN=C1SCC1=CC=CC(F)=C1 Z18519408 224.264 15
CC(=O)NC1=CC=C(C(=O)CSC2=NN=NN2C)C=C1 Z18519708 291.336 20
CC1=CC=C(C(=O)C(C)SC2=NN=NN2C)C=C1C Z18519773 276.365 19
CN1N=NN=C1SCCC1=CC=CC=C1 Z18519780 220.301 15
CCC1=CC=C(C(=O)C(C)SC2=NN=NN2C)C=C1 Z18519815 276.365 19
CC1=NC(CSC2=NN=NN2C)=CS1 Z18519917 227.318 14
CN1N=NN=C1SCC1=CC=CC=C1F Z18520210 224.264 15
CN1N=NN=C1SCC1=CC=CC=C1 Z18520221 206.274 14
CN1N=NN=C1SCC1=CC=CC(Cl)=C1 Z18520235 240.719 15
CC1=CC=CC(NC(=O)CSC2=NN=NN2C)=C1C Z18520276 277.353 19
CC1=CC=CC(CSC2=NN=NN2C)=C1 Z18520703 220.301 15
CCOC(=O)CSCC(=O)NC1=NOC(C)=C1 Z18535324 258.299 17
CCOC(=O)CSCC(=O)NC1=CC=CC(C)=C1C Z18535861 281.377 19
CC1=CC(NC(=O)COC2=NC=NC3=CC=CC=C23)=NO1 Z18537182 284.275 21
CC(=O)NC1=CC=C(C(=O)COC2=NC=NC3=CC=CC=C23)C=C1 Z18537461 321.336 24
CC1=CC=CC(NC(=O)COC2=NC=NC3=CC=CC=C23)=C1C Z18537687 307.353 23
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3N2CCC2=CC=CC=C2)=NO1 Z18586043 392.484 28
COC1=CC=CC(N2C(SCC(=O)NC3=NOC(C)=C3)=NC3=C(C4=C(CCC4)S3)C2=O)=C1 Z18589452 468.560 32
CC1=NC(CSC2=NN=C(C3=CC(S(=O)(=O)N(C)C)=CC=C3)N2C2=C(C)C=CC=C2C)=CS1 Z18601283 499.687 33
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SCC(=O)NC3=NOC(C)=C3)O2)=C1 Z18610284 451.530 30
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SCC3=CC=C(C)C=C3)O2)=C1 Z18610464 417.556 28
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SCC3=CC=CC(F)=C3)O2)=C1 Z18610538 421.519 28
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SCC(=O)C3=CC=C(NC(C)=O)C=C3)O2)=C1 Z18610824 488.591 33
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SC(C)C(=O)C3=CC=C(C)C(C)=C3)O2)=C1 Z18610885 473.620 32
CCN(CC)S(=O)(=O)C1=CC=CC(C2=NN=C(SCCC3=CC=CC=C3)O2)=C1 Z18610890 417.556 28
