smiles idnumber mw hac
CC1=CC=C(CSC2=NN=C(C)N2CC2=CC=CC=C2)C=C1 Z24541257 309.438 22
CC1=NN=C(SCC2=CC=CC(F)=C2)N1CC1=CC=CC=C1 Z24541334 313.401 22
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C)N2CC2=CC=CC=C2)C=C1 Z24541634 380.473 27
CC1=CC=C(C(=O)C(C)SC2=NN=C(C)N2CC2=CC=CC=C2)C=C1C Z24541699 365.502 26
CC1=NN=C(SCCC2=CC=CC=C2)N1CC1=CC=CC=C1 Z24541706 309.438 22
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C)N2CC2=CC=CC=C2)C=C1 Z24541741 365.502 26
CC1=NC(CSC2=NN=C(C)N2CC2=CC=CC=C2)=CS1 Z24541843 316.455 21
CC1=NN=C(SCC2=CC=CC=C2F)N1CC1=CC=CC=C1 Z24542136 313.401 22
CC1=NN=C(SCC2=CC=CC=C2)N1CC1=CC=CC=C1 Z24542147 295.411 21
CC1=NN=C(SCC2=CC=CC(Cl)=C2)N1CC1=CC=CC=C1 Z24542161 329.856 22
CC1=C(C)C(NC(=O)CSC2=NN=C(C)N2CC2=CC=CC=C2)=CC=C1 Z24542202 366.490 26
CC1=CC(CSC2=NN=C(C)N2CC2=CC=CC=C2)=CC=C1 Z24542629 309.438 22
CC1=CC(NC(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)=NO1 Z24542801 369.450 26
CC1=CC=C(CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)C=C1 Z24542984 335.476 24
FC1=CC=CC(CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)=C1 Z24543061 339.439 24
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)C=C1 Z24543361 406.511 29
C1=CC=C(CCSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)C=C1 Z24543433 335.476 24
CC1=NC(CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)=CS1 Z24543570 342.493 23
FC1=CC=CC=C1CSC1=NN=C(C2CC2)N1CC1=CC=CC=C1 Z24543863 339.439 24
C1=CC=C(CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)C=C1 Z24543874 321.449 23
CC1=CC=CC(NC(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)=C1C Z24543929 392.528 28
CC1=CC=CC(CSC2=NN=C(C3CC3)N2CC2=CC=CC=C2)=C1 Z24544356 335.476 24
CC1=CC(NC(=O)CSC2=NN=C(C3=C(C)OC=C3)N2CC2=CC=CC=C2)=NO1 Z24546210 409.471 29
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=C(C)OC=C3)N2CC2=CC=CC=C2)C=C1 Z24546750 446.532 32
CC1=NC(CSC2=NN=C(C3=C(C)OC=C3)N2CC2=CC=CC=C2)=CS1 Z24546944 382.514 26
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2CCCCC2)=NO1 Z24547894 398.488 28
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2C2CCCCC2)C=C1 Z24548434 435.549 31
CC1=NC(CSC2=NC3=CC=CC=C3C(=O)N2C2CCCCC2)=CS1 Z24548628 371.531 25
CC1=CC(NC(=O)CSC2=NC3=CC(Cl)=CC=C3C(=O)N2C2CCCCC2)=NO1 Z24549578 432.933 29
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)=NO1 Z24561366 395.444 28
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)C=C1 Z24561906 432.505 31
C1=CC=C(CCSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)C=C1 Z24561972 361.470 26
CC1=NC(CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)=CS1 Z24562100 368.487 25
C1=CC=C(CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)C=C1 Z24562399 347.443 25
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3)N2CC2=CC=CO2)=C1C Z24562454 418.522 30
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=NO1 Z24563050 396.432 28
CC1=CC=C(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1 Z24563230 362.458 26
FC1=CC=CC(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=C1 Z24563304 366.421 26
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1 Z24563590 433.493 31
CC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1C Z24563651 418.522 30
C1=CC=C(CCSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1 Z24563656 362.458 26
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1 Z24563691 418.522 30
CC1=NC(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=CS1 Z24563784 369.475 25
FC1=CC=CC=C1CSC1=NN=C(C2=CC=CN=C2)N1CC1=CC=CO1 Z24564072 366.421 26
C1=CC=C(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)C=C1 Z24564083 348.431 25
ClC1=CC=CC(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=C1 Z24564097 382.876 26
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=C1C Z24564138 419.510 30
CC1=CC=CC(CSC2=NN=C(C3=CC=CN=C3)N2CC2=CC=CO2)=C1 Z24564564 362.458 26
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=C(Cl)C=C3)N2CC2=CC=CO2)=NO1 Z24564734 429.889 29
O=S(=O)(C1=CC=CC(C2=NN=C(SCC3=CC=CC=C3)N2CC2=CC=CO2)=C1)N1CCOCC1 Z24567451 496.614 34
CC1=CC(NC(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CO2)=NO1 Z24568104 359.411 25
CC1=CC=C(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1 Z24568287 325.437 23
FC1=CC=CC(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)=C1 Z24568364 329.400 23
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1 Z24568664 396.472 28
CC1=CC=C(C(=O)C(C)SC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1C Z24568729 381.501 27
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1 Z24568771 381.501 27
CC1=NC(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)=CS1 Z24568873 332.454 22
ClC1=CC=C(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1 Z24569175 345.855 23
C1=CC=C(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)C=C1 Z24569177 311.410 22
ClC1=CC=CC(CSC2=NN=C(C3CC3)N2CC2=CC=CO2)=C1 Z24569191 345.855 23
CC1=CC=CC(NC(=O)CSC2=NN=C(C3CC3)N2CC2=CC=CO2)=C1C Z24569232 382.489 27
CC1=CC(NC(=O)CSC2=NN=C(C)O2)=NO1 Z24583499 254.271 17
CC1=CC=C(CSC2=NN=C(C)O2)C=C1 Z24583682 220.297 15
CC1=NN=C(SCC2=CC=CC(F)=C2)O1 Z24583759 224.260 15
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C)O2)C=C1 Z24584059 291.332 20
CC1=NN=C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)O1 Z24584124 276.361 19
CC1=NN=C(SCCC2=CC=CC=C2)O1 Z24584131 220.297 15
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C)O2)C=C1 Z24584166 276.361 19
CC1=NN=C(SCC2=CSC(C)=N2)O1 Z24584268 227.314 14
CC1=NN=C(SCC2=CC=CC=C2F)O1 Z24584561 224.260 15
CC1=NN=C(SCC2=CC=C(Cl)C=C2)O1 Z24584570 240.715 15
CC1=NN=C(SCC2=CC=CC=C2)O1 Z24584572 206.270 14
CC1=NN=C(SCC2=CC=CC(Cl)=C2)O1 Z24584586 240.715 15
CC1=NN=C(SCC(=O)NC2=CC=CC(C)=C2C)O1 Z24584627 277.349 19
CC1=CC(CSC2=NN=C(C)O2)=CC=C1 Z24585054 220.297 15
CC1=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3F)O2)=NO1 Z24585226 334.332 23
CC1=CC=C(CSC2=NN=C(C3=CC=CC=C3F)O2)C=C1 Z24585409 300.358 21
FC1=CC=CC(CSC2=NN=C(C3=CC=CC=C3F)O2)=C1 Z24585486 304.321 21
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=CC=CC=C3F)O2)C=C1 Z24585786 371.393 26
CC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CC=C3F)O2)C=C1C Z24585851 356.422 25
FC1=CC=CC=C1C1=NN=C(SCCC2=CC=CC=C2)O1 Z24585858 300.358 21
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=CC=CC=C3F)O2)C=C1 Z24585893 356.422 25
CC1=NC(CSC2=NN=C(C3=CC=CC=C3F)O2)=CS1 Z24585995 307.375 20
FC1=CC=CC=C1CSC1=NN=C(C2=CC=CC=C2F)O1 Z24586288 304.321 21
FC1=CC=CC=C1C1=NN=C(SCC2=CC=C(Cl)C=C2)O1 Z24586297 320.776 21
FC1=CC=CC=C1C1=NN=C(SCC2=CC=CC=C2)O1 Z24586299 286.331 20
FC1=CC=CC=C1C1=NN=C(SCC2=CC=CC(Cl)=C2)O1 Z24586313 320.776 21
CC1=CC=CC(NC(=O)CSC2=NN=C(C3=CC=CC=C3F)O2)=C1C Z24586354 357.410 25
CC1=CC(NC(=O)CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)=NO1 Z24590407 380.813 25
CC1=CC=C(CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)C=C1 Z24590590 346.839 23
FC1=CC=CC(CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)=C1 Z24590667 350.802 23
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)C=C1 Z24590967 417.874 28
ClC1=CC=C(OCC2=NN=C(SCCC3=CC=CC=C3)O2)C=C1 Z24591039 346.839 23
CC1=NC(CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)=CS1 Z24591176 353.856 22
FC1=CC=CC=C1CSC1=NN=C(COC2=CC=C(Cl)C=C2)O1 Z24591469 350.802 23
ClC1=CC=C(OCC2=NN=C(SCC3=CC=CC=C3)O2)C=C1 Z24591480 332.812 22
CC1=CC=CC(NC(=O)CSC2=NN=C(COC3=CC=C(Cl)C=C3)O2)=C1C Z24591535 403.891 27
CC1=CC(NC(=O)CSC2=NN=C(C3=C(C)OC=C3)O2)=NO1 Z24592134 320.330 22
CC1=CC=C(CSC2=NN=C(C3=C(C)OC=C3)O2)C=C1 Z24592317 286.356 20
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C(C3=C(C)OC=C3)O2)C=C1 Z24592694 357.391 25
CC1=CC=C(C(=O)C(C)SC2=NN=C(C3=C(C)OC=C3)O2)C=C1C Z24592759 342.420 24
CC1=C(C2=NN=C(SCCC3=CC=CC=C3)O2)C=CO1 Z24592766 286.356 20
CCC1=CC=C(C(=O)C(C)SC2=NN=C(C3=C(C)OC=C3)O2)C=C1 Z24592801 342.420 24
CC1=NC(CSC2=NN=C(C3=C(C)OC=C3)O2)=CS1 Z24592903 293.373 19
CC1=C(C2=NN=C(SCC3=CC=CC=C3F)O2)C=CO1 Z24593196 290.319 20
CC1=C(C2=NN=C(SCC3=CC=CC=C3)O2)C=CO1 Z24593207 272.329 19
CC1=C(C2=NN=C(SCC3=CC=CC(Cl)=C3)O2)C=CO1 Z24593221 306.774 20
CC1=C(C)C(NC(=O)CSC2=NN=C(C3=C(C)OC=C3)O2)=CC=C1 Z24593262 343.408 24
CC1=CC(CSC2=NN=C(C3=C(C)OC=C3)O2)=CC=C1 Z24593689 286.356 20
CC1=CC(NC(=O)CSC2=NN3C(=O)C(C(C)(C)C)=NN=C3S2)=NO1 Z24593861 380.455 25
CC1=CC=C(CSC2=NN3C(=O)C(C(C)(C)C)=NN=C3S2)C=C1 Z24594044 346.481 23
CC(C)(C)C1=NN=C2SC(SCC3=CC=CC(F)=C3)=NN2C1=O Z24594121 350.444 23
CC1=NC(CSC2=NN3C(=O)C(C(C)(C)C)=NN=C3S2)=CS1 Z24594630 353.498 22
CC(C)(C)C1=NN=C2SC(SCC3=CC=CC=C3F)=NN2C1=O Z24594923 350.444 23
CC(C)(C)C1=NN=C2SC(SCC3=CC=CC=C3)=NN2C1=O Z24594934 332.454 22
CC(C)(C)C1=NN=C2SC(SCC3=CC=CC(Cl)=C3)=NN2C1=O Z24594948 366.899 23
CC1=CC=CC(NC(=O)CSC2=NN3C(=O)C(C(C)(C)C)=NN=C3S2)=C1C Z24594989 403.533 27
CC1=CC=CC(CSC2=NN3C(=O)C(C(C)(C)C)=NN=C3S2)=C1 Z24595416 346.481 23
CC1=CC(NC(=O)CSC2=NN=C3N(C4=CC=CC=C4C)C(=O)C4=CC=CC=C4N23)=NO1 Z24595586 446.492 32
CC(=O)NC1=CC=C(C(=O)CSC2=NN=C3N(C4=CC=CC=C4C)C(=O)C4=CC=CC=C4N23)C=C1 Z24596126 483.553 35
CC1=NC(CSC2=NN=C3N(C4=CC=CC=C4C)C(=O)C4=CC=CC=C4N23)=CS1 Z24596320 419.535 29
CC1=CC=CC=C1N1C(=O)C2=CC=CC=C2N2C(SCC(=O)NC3=C(C)C(C)=CC=C3)=NN=C12 Z24596674 469.570 34
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3N2CCC(C)C)=NO1 Z24620366 358.467 25
CCCNC(=O)CSC1=NN=C(SCC(=O)NC2=NOC(C)=C2)S1 Z24669235 387.512 24
CCCNC(=O)CSC1=NN=C(SCC2=CC=C(C)C=C2)S1 Z24669418 353.538 22
CCCNC(=O)CSC1=NN=C(SCC2=CC=CC(F)=C2)S1 Z24669495 357.501 22
CCCNC(=O)CSC1=NN=C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)S1 Z24669795 424.573 27
CCCNC(=O)CSC1=NN=C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)S1 Z24669860 409.602 26
CCCNC(=O)CSC1=NN=C(SCCC2=CC=CC=C2)S1 Z24669867 353.538 22
CCCNC(=O)CSC1=NN=C(SC(C)C(=O)C2=CC=C(CC)C=C2)S1 Z24669902 409.602 26
CCCNC(=O)CSC1=NN=C(SCC2=CSC(C)=N2)S1 Z24670004 360.555 21
CCCNC(=O)CSC1=NN=C(SCC2=CC=CC=C2F)S1 Z24670297 357.501 22
CCCNC(=O)CSC1=NN=C(SCC2=CC=CC(Cl)=C2)S1 Z24670322 373.956 22
CCCNC(=O)CSC1=NN=C(SCC(=O)NC2=CC=CC(C)=C2C)S1 Z24670363 410.590 26
CCCNC(=O)CSC1=NN=C(SCC2=CC=CC(C)=C2)S1 Z24670790 353.538 22
CCCCN1C(SCC(=O)NC2=NOC(C)=C2)=N[NH]C1=O Z24693387 311.367 21
CCCCN1C(SCC2=CC=C(C)C=C2)=N[NH]C1=O Z24693570 277.393 19
CCCCN1C(SCC2=CC=CC(F)=C2)=N[NH]C1=O Z24693647 281.356 19
CCCCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=N[NH]C1=O Z24693947 348.428 24
CCCCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=N[NH]C1=O Z24694012 333.457 23
CCCCN1C(SCCC2=CC=CC=C2)=N[NH]C1=O Z24694019 277.393 19
CCCCN1C(SC(C)C(=O)C2=CC=C(CC)C=C2)=N[NH]C1=O Z24694054 333.457 23
CCCCN1C(SCC2=CSC(C)=N2)=N[NH]C1=O Z24694156 284.410 18
CCCCN1C(SCC2=CC=C(Cl)C=C2)=N[NH]C1=O Z24694458 297.811 19
CCCCN1C(SCC2=CC=CC=C2)=N[NH]C1=O Z24694460 263.366 18
CCCCN1C(SCC2=CC=CC(Cl)=C2)=N[NH]C1=O Z24694474 297.811 19
CCCCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=N[NH]C1=O Z24694515 334.445 23
CC1=CC(NC(=O)CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)=NO1 Z24695114 359.411 25
CC1=CC=C(CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)C=C1 Z24695297 325.437 23
O=C1[NH]N=C(SCC2=CC(F)=CC=C2)N1CCC1=CC=CC=C1 Z24695374 329.400 23
CC(=O)NC1=CC=C(C(=O)CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)C=C1 Z24695674 396.472 28
CC1=CC=C(C(=O)C(C)SC2=N[NH]C(=O)N2CCC2=CC=CC=C2)C=C1C Z24695739 381.501 27
O=C1[NH]N=C(SCCC2=CC=CC=C2)N1CCC1=CC=CC=C1 Z24695746 325.437 23
CCC1=CC=C(C(=O)C(C)SC2=N[NH]C(=O)N2CCC2=CC=CC=C2)C=C1 Z24695781 381.501 27
CC1=NC(CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)=CS1 Z24695883 332.454 22
O=C1[NH]N=C(SCC2=CC=C(Cl)C=C2)N1CCC1=CC=CC=C1 Z24696185 345.855 23
O=C1[NH]N=C(SCC2=CC=CC=C2)N1CCC1=CC=CC=C1 Z24696187 311.410 22
O=C1[NH]N=C(SCC2=CC(Cl)=CC=C2)N1CCC1=CC=CC=C1 Z24696201 345.855 23
CC1=CC=CC(NC(=O)CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)=C1C Z24696242 382.489 27
CC1=CC=CC(CSC2=N[NH]C(=O)N2CCC2=CC=CC=C2)=C1 Z24696669 325.437 23
CCN1C(SCC(=O)NC2=NOC(C)=C2)=N[NH]C1=O Z24696841 283.313 19
CCN1C(SCC2=CC=C(C)C=C2)=N[NH]C1=O Z24697024 249.339 17
CCN1C(SCC2=CC=CC(F)=C2)=N[NH]C1=O Z24697101 253.302 17
CCN1C(SCC(=O)C2=CC=C(NC(C)=O)C=C2)=N[NH]C1=O Z24697401 320.374 22
CCN1C(SC(C)C(=O)C2=CC=C(C)C(C)=C2)=N[NH]C1=O Z24697466 305.403 21
CCN1C(SCCC2=CC=CC=C2)=N[NH]C1=O Z24697473 249.339 17
CCC1=CC=C(C(=O)C(C)SC2=N[NH]C(=O)N2CC)C=C1 Z24697508 305.403 21
CCN1C(SCC2=CSC(C)=N2)=N[NH]C1=O Z24697610 256.356 16
CCN1C(SCC2=CC=CC=C2F)=N[NH]C1=O Z24697903 253.302 17
CCN1C(SCC2=CC=C(Cl)C=C2)=N[NH]C1=O Z24697912 269.757 17
CCN1C(SCC2=CC=CC=C2)=N[NH]C1=O Z24697914 235.312 16
CCN1C(SCC2=CC=CC(Cl)=C2)=N[NH]C1=O Z24697928 269.757 17
CCN1C(SCC(=O)NC2=CC=CC(C)=C2C)=N[NH]C1=O Z24697969 306.391 21
CCN1C(SCC2=CC=CC(C)=C2)=N[NH]C1=O Z24698396 249.339 17
CC1=CC(NC(=O)CSC2=N[NH]C(=O)N2CC2CCCO2)=NO1 Z24700295 339.377 23
CC1=CC=C(CSC2=N[NH]C(=O)N2CC2CCCO2)C=C1 Z24700478 305.403 21
O=C1[NH]N=C(SCC2=CC(F)=CC=C2)N1CC1CCCO1 Z24700555 309.366 21
CC(=O)NC1=CC=C(C(=O)CSC2=N[NH]C(=O)N2CC2CCCO2)C=C1 Z24700855 376.438 26
CC1=CC=C(C(=O)C(C)SC2=N[NH]C(=O)N2CC2CCCO2)C=C1C Z24700920 361.467 25
O=C1[NH]N=C(SCCC2=CC=CC=C2)N1CC1CCCO1 Z24700927 305.403 21
CCC1=CC=C(C(=O)C(C)SC2=N[NH]C(=O)N2CC2CCCO2)C=C1 Z24700962 361.467 25
CC1=NC(CSC2=N[NH]C(=O)N2CC2CCCO2)=CS1 Z24701064 312.420 20
O=C1[NH]N=C(SCC2=CC=CC=C2F)N1CC1CCCO1 Z24701357 309.366 21
O=C1[NH]N=C(SCC2=CC=C(Cl)C=C2)N1CC1CCCO1 Z24701366 325.821 21
O=C1[NH]N=C(SCC2=CC=CC=C2)N1CC1CCCO1 Z24701368 291.376 20
O=C1[NH]N=C(SCC2=CC(Cl)=CC=C2)N1CC1CCCO1 Z24701382 325.821 21
CC1=CC=CC(NC(=O)CSC2=N[NH]C(=O)N2CC2CCCO2)=C1C Z24701423 362.455 25
CC1=CC=CC(CSC2=N[NH]C(=O)N2CC2CCCO2)=C1 Z24701850 305.403 21
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCC2=CC=C(Cl)C=C2Cl)=NO1 Z24702020 489.384 32
CC1=CC(NC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCC2=CC=CC=C2)=NO1 Z24703704 434.521 31
CC(=O)NC1=CC=C(C(=O)CSC2=NC3=CC=CC=C3C(=O)N2CCCC2=CC=CC=C2)C=C1 Z24704244 471.582 34
COC1=CC=C(CN2C(SCC(=O)NC3=NOC(C)=C3)=NC3=CC=CC=C3C2=O)C=C1OC Z24705388 466.519 33
COC1=CC=C(CN2C(SCC3=CC=CC(F)=C3)=NC3=CC=CC=C3C2=O)C=C1OC Z24705642 436.508 31
COC1=CC=C(CN2C(SCC3=CSC(C)=N3)=NC3=CC=CC=C3C2=O)C=C1OC Z24706122 439.562 30
COC1=CC=C(CN2C(SCC3=CC=CC=C3F)=NC3=CC=CC=C3C2=O)C=C1OC Z24706410 436.508 31
COC1=CC=C(CN2C(SCC3=CC=CC=C3)=NC3=CC=CC=C3C2=O)C=C1OC Z24706421 418.518 30
COC1=CC=C(CN2C(SCC(=O)NC3=CC=CC(C)=C3C)=NC3=CC=CC=C3C2=O)C=C1OC Z24706476 489.597 35
CC1=CC(NC(=O)CSC2=NC=C3C=CC=CN23)=NO1 Z24718739 288.332 20
CC1=CC=C(CSC2=NC=C3C=CC=CN23)C=C1 Z24718922 254.358 18
CC(=O)NC1=CC=C(C(=O)CSC2=NC=C3C=CC=CN23)C=C1 Z24719299 325.393 23
CC1=CC=C(C(=O)C(C)SC2=NC=C3C=CC=CN23)C=C1C Z24719364 310.422 22
C1=CC=C(CCSC2=NC=C3C=CC=CN23)C=C1 Z24719371 254.358 18
CCC1=CC=C(C(=O)C(C)SC2=NC=C3C=CC=CN23)C=C1 Z24719406 310.422 22
CC1=NC(CSC2=NC=C3C=CC=CN23)=CS1 Z24719508 261.375 17
FC1=CC=CC=C1CSC1=NC=C2C=CC=CN12 Z24719801 258.321 18
ClC1=CC=C(CSC2=NC=C3C=CC=CN23)C=C1 Z24719810 274.776 18
C1=CC=C(CSC2=NC=C3C=CC=CN23)C=C1 Z24719812 240.331 17
ClC1=CC=CC(CSC2=NC=C3C=CC=CN23)=C1 Z24719826 274.776 18
CC1=CC=CC(NC(=O)CSC2=NC=C3C=CC=CN23)=C1C Z24719867 311.410 22
CC1=CC=CC(CSC2=NC=C3C=CC=CN23)=C1 Z24720294 254.358 18
COC(=O)CC1CCCCC1 Z24777001 156.225 11
CC1=CC(NC(=O)CSC2=CC(C(C)(C)C)=CC=C2C)=NO1 Z24777580 318.442 22
CC1=CC(N2N=NN=C2SCC(=O)NC2=NOC(C)=C2)=CC=C1 Z24793662 330.373 23
CC1=CC=C(CSC2=NN=NN2C2=CC=CC(C)=C2)C=C1 Z24793845 296.399 21
CC1=CC=CC(N2N=NN=C2SCC2=CC=CC(F)=C2)=C1 Z24793922 300.362 21
CC(=O)NC1=CC=C(C(=O)CSC2=NN=NN2C2=CC=CC(C)=C2)C=C1 Z24794222 367.434 26
CC1=CC(N2N=NN=C2SC(C)C(=O)C2=CC=C(C)C(C)=C2)=CC=C1 Z24794287 352.463 25
CC1=CC=CC(N2N=NN=C2SCCC2=CC=CC=C2)=C1 Z24794294 296.399 21
CCC1=CC=C(C(=O)C(C)SC2=NN=NN2C2=CC=CC(C)=C2)C=C1 Z24794329 352.463 25
CC1=CC(N2N=NN=C2SCC2=CSC(C)=N2)=CC=C1 Z24794431 303.416 20
CC1=CC=CC(N2N=NN=C2SCC2=CC=C(Cl)C=C2)=C1 Z24794733 316.817 21
CC1=CC=CC(N2N=NN=C2SCC2=CC=CC=C2)=C1 Z24794735 282.372 20
CC1=CC=CC(N2N=NN=C2SCC2=CC=CC(Cl)=C2)=C1 Z24794749 316.817 21
CC1=CC=CC(N2N=NN=C2SCC(=O)NC2=CC=CC(C)=C2C)=C1 Z24794790 353.451 25
CC1=CC=CC(CSC2=NN=NN2C2=CC=CC(C)=C2)=C1 Z24795217 296.399 21
CCCN1C(O)=NN=C1SCC(=O)NC1=NOC(C)=C1 Z24798677 297.340 20
CCCN1C(O)=NN=C1SCC1=CC=C(C)C=C1 Z24798860 263.366 18
CCCN1C(O)=NN=C1SCC1=CC=CC(F)=C1 Z24798937 267.329 18
CCCN1C(O)=NN=C1SCC(=O)C1=CC=C(NC(C)=O)C=C1 Z24799237 334.401 23
CCCN1C(O)=NN=C1SC(C)C(=O)C1=CC=C(C)C(C)=C1 Z24799302 319.430 22
CCCN1C(O)=NN=C1SCCC1=CC=CC=C1 Z24799309 263.366 18
CCCN1C(O)=NN=C1SC(C)C(=O)C1=CC=C(CC)C=C1 Z24799344 319.430 22
CCCN1C(O)=NN=C1SCC1=CSC(C)=N1 Z24799446 270.383 17
CCCN1C(O)=NN=C1SCC1=CC=CC=C1F Z24799739 267.329 18
CCCN1C(O)=NN=C1SCC1=CC=C(Cl)C=C1 Z24799748 283.784 18
CCCN1C(O)=NN=C1SCC1=CC=CC=C1 Z24799750 249.339 17
CCCN1C(O)=NN=C1SCC1=CC=CC(Cl)=C1 Z24799764 283.784 18
CCCN1C(O)=NN=C1SCC(=O)NC1=CC=CC(C)=C1C Z24799805 320.418 22
CCCN1C(O)=NN=C1SCC1=CC=CC(C)=C1 Z24800232 263.366 18
CC1=CC(NC(=O)CSC2=CC=C(C)C(C)=C2)=NO1 Z24835021 276.361 19
CC(=O)NC1=CC=C(C(=O)CSC2=CC=C(C)C(C)=C2)C=C1 Z24835525 313.422 22
CC1=NC(CSC2=CC=C(C)C(C)=C2)=CS1 Z24835688 249.404 16
CC1=CC=C(SCC(=O)NC2=CC=CC(C)=C2C)C=C1C Z24835998 299.439 21
COC(=O)CSCC1=CC=C(C)C=C1 Z17382068 210.298 14
COC(=O)CSCC1=CC=C(Cl)C=C1 Z17383629 230.716 14
COC(=O)CSCC(=O)NC1=NOC(C)=C1 Z17802274 244.272 16
CC1=CC(NC(=O)CSC2=NC=CN2C2=CC=C(Cl)C=C2)=NO1 Z24848801 348.815 23
CC1=CC=CC(NC(=O)CSC2=NC=CN2C2=CC=C(Cl)C=C2)=C1C Z24849338 371.893 25
CC1=CC(NC(=O)CSC2=NC3=CC(Cl)=CC=C3C(=O)N2C2=CC=CC(Cl)=C2)=NO1 Z24854871 461.330 30
CC1=CC(NC(=O)CSC2=NC=CN2CC2=CC=CC=C2)=NO1 Z24861539 328.397 23
CC1=CC=CC(NC(=O)CSC2=NC=CN2CC2=CC=CC=C2)=C1C Z24862076 351.475 25
COC1=CC=C(CN2C(SCC(=O)NC3=NOC(C)=C3)=NC3=CC=CC=C3C2=O)C=C1 Z24864241 436.493 31
