NC(=O)c1ccc(NC(=O)c2ccccc2)cc1,18,12,4,4,0
OCCN1CCOCC1,9,6,2,2,0
NC(=O)C1CCC(F)(F)CC1,11,6,3,4,0
CC(C)CC(=O)NCc1ccc2c(c1)OCO2,17,9,2,2,0
CC(=O)N1Cc2ccc(N)cc2C1,13,9,3,3,0
CN(C)Cc1nc(C2(N)CCCC2)no1,15,10,5,5,0
CCc1ccc(NC(=O)c2cnccn2)cc1,17,12,4,4,0
CC(CO)(CO)NC(=O)Nc1ccccc1,16,6,2,2,0
c1ccc2sc(N3CCOCC3)nc2c1,15,15,3,3,0
Cc1ccc(CN(C)Cc2ccccc2)o1,16,11,4,4,0
Fc1ccc(Cn2cnc3ccccc32)cc1,17,15,4,4,0
Cc1ccccc1CNc1nnnn1C,15,11,5,5,0
CC(=O)Nc1cccnc1C(=O)O,13,6,3,3,0
CN1CCN(CCN)CC1(C)C,12,6,4,5,0
CC1CCNC(C(N)=O)C1,10,6,3,3,0
CNC1CCN(c2ccccc2F)C1=O,15,11,5,5,0
CCOc1ccc(C(=O)Nc2ccccc2)cc1,18,12,4,4,0
CC1CCCN(C(=O)CO)C1,11,6,3,3,0
CNC(=O)CNc1ncnc2sccc12,15,9,2,2,0
c1csc(CNCc2ccncc2)c1,14,11,3,3,0
CC(C)c1ncc(Cl)c(C(N)=O)n1,13,6,4,4,0
COC(C)c1nc(-c2cnoc2C)cs1,15,10,5,5,0
CN(C)S(=O)(=O)c1cn[nH]c1,11,5,2,2,0
Nc1nccc(-c2ccc(Cl)cc2)n1,14,12,5,5,0
CN(C)C(=O)CNc1ccccc1,13,6,2,2,0
CN(C)Cc1ccc(C#N)cc1,12,6,3,3,0
CC(=O)Nc1cccc(C(=O)O)c1C,14,6,4,4,0
NC(=S)Nc1ccc(OC(F)(F)F)cc1,15,6,3,3,0
CN(C)C(=O)c1ccc(F)cc1Br,13,6,4,4,0
Cc1ccn(Cc2csc(C)n2)c(=O)c1,15,11,5,5,0
Cc1cc(N(C)C2CC(O)C2)nc(C)n1,15,10,6,6,0
COc1ccc(C(N)c2ccccc2)cc1,16,12,4,4,0
CC1=NN(c2ccccc2)C(=O)C1,13,11,4,4,0
CC(=O)NCCN1CCCCCC1,13,7,2,2,0
CS(=O)(=O)Nc1ccc(C(N)=O)cc1,14,6,3,3,0
Cc1ncc(CN2CCNCC2)s1,13,11,4,4,0
COC(=O)c1ccc(NC(=O)C2CCCC2)cc1,18,11,4,4,0
CNC1CCCCC1S(C)(=O)=O,12,6,3,3,0
CNC(=O)c1ccc(S(N)(=O)=O)cc1,14,6,3,3,0
CCOC(=O)NCc1ccccc1,13,6,2,2,0
COc1cccc(C(N)CC(=O)O)c1,14,6,3,3,0
Cc1ccc(NC(=O)C2CCCO2)nc1,15,11,4,4,0
N#Cc1ccc(N2CCNCC2)c(F)c1,15,12,5,5,0
Cc1cccc(C(=O)NC(C)C2CC2)n1,15,9,4,4,0
O=C(Cc1ccc(F)cc1)NC1CCCCC1,17,12,4,4,0
CC(O)CCn1cccn1,10,5,2,2,0
Cc1csc(CNC(=O)c2cc[nH]n2)n1,15,10,4,4,0
CC(=O)N1CCC(c2c[nH]c3ccccc23)CC1,18,15,4,4,0
O=C(COc1ccccc1)NC1CCCCC1,17,12,3,3,0
c1ccc(NCC2CCNC2)nc1,13,11,3,3,0
CC(C(N)=O)N1CCN(S(C)(=O)=O)CC1,15,6,3,3,0
CCOC(=O)c1sc(-c2cnccn2)nc1C,17,11,5,5,0
Nc1ccccc1OCc1ccccc1,15,12,4,4,0
Cc1cccc(N2CCNC(C)C2)n1,14,12,5,5,0
CC1CN(C(=O)Cn2cccn2)CCO1,15,11,4,4,0
O=C(Nc1nnc[nH]1)c1cccnc1Cl,15,11,4,4,0
CC(C)c1nccn1CC(=O)O,12,5,3,3,0
CC(=O)NC1CCC(N)CC1,11,6,3,3,0
CC(C)n1cc(C(=O)O)nn1,11,5,3,3,0
NC(=O)N1CCN(C(=O)c2ccco2)CC1,16,11,4,4,0
CCOC(=O)c1cn[nH]c1,10,5,2,2,0
CNCC(=O)Nc1cc(C)ccn1,13,6,3,3,0
CC(=O)Nc1cnccc1C,11,6,3,3,0
N#CCC(=O)N1CCC(Cc2ccccc2)CC1,18,12,4,4,0
OCc1cn(-c2ccc(Cl)cc2)nn1,14,11,5,5,0
CC(=O)N1CC(C(=O)O)C1,10,4,3,3,0
CC(=O)Nc1ccncc1C,11,6,3,3,0
CCc1nc(-c2ccc(Cl)cc2)no1,14,11,5,5,0
CNc1ncc(C(F)(F)F)cc1Cl,13,6,4,4,0
CC(=O)N1CC(O)CC1C(=O)O,12,5,4,4,0
NC(=O)c1cnn(CCO)c1,11,5,3,3,0
N#CCCN1CCOCC1,10,6,2,2,0
CC(N)c1nc(Cc2ccccc2)no1,15,11,4,4,0
Cc1ccc(CC(=O)NCC2CCCO2)cc1,17,11,4,4,0
CC(C)(C(N)=O)c1ccccc1,12,6,2,2,0
Cc1sc2ncnc(N(C)C)c2c1C,14,9,4,4,0
CCOc1ccc(NC(=O)c2cnccn2)cc1,18,12,4,4,0
CC(O)CNCc1ccc2c(c1)OCO2,15,9,2,2,0
CN(C)c1ccc(CNn2cnnc2)cc1,16,11,4,4,0
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccco1,18,14,3,3,0
Cc1c(Cl)cccc1NC(=O)CN,13,6,4,4,0
COC(=O)C1CC(O)CN1C(=O)c1ccco1,17,10,5,5,0
CN1CCN(C(=O)Nc2ccc(F)cc2)CC1,17,12,5,5,0
COc1ccc(C(=O)NCC(N)=O)cc1,15,6,3,3,0
c1ccc(Nc2nncs2)cc1,12,11,3,3,0
O=C(Nc1cccc(Cl)c1)C(F)(F)F,14,6,3,3,0
Cc1ccc(C(N)=O)c(F)c1,11,6,4,4,0
c1nc(CN2CCNCC2)cs1,12,11,3,3,0
COC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,17,6,3,3,0
COc1cccc(CN2CCC(C(N)=O)CC2)c1,18,12,5,5,0
O=C(O)Cc1ccc(-c2ccccc2)cc1,16,12,4,4,0
CCOC(=O)c1cc(-c2ccc(F)cc2)no1,17,11,5,5,0
CCN(CC)c1cc(C)nc2ncnn12,15,9,3,3,0
CC(C)(C)NC(=O)N1CCC(C(N)=O)CC1,16,6,3,3,0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,17,12,4,4,0
O=C(O)c1cccc(NC(=O)c2ccno2)c1,17,11,4,4,0
Cc1ccc(CNC(=O)Cc2cccs2)cc1,17,11,4,4,0
Oc1ncc(NC2CCCCC2)c(O)n1,15,12,5,5,0
CNC(=O)CN1CCNCC1,11,6,2,2,0
O=C(c1c(F)cccc1F)N1CCCCCC1,17,13,4,5,0
CCc1csc(-c2c[nH]cn2)n1,12,10,4,4,0
Cc1cc(C(=O)NCC2CCCO2)ns1,15,10,4,4,0
CNC(=O)c1cccc(C(=O)O)n1,13,6,3,3,0
O=C(O)c1ccccc1OC(F)(F)F,14,6,3,3,0
CN(C)c1ccncc1,9,6,2,2,0
Cc1cccc(CN2CCOCC2)c1,14,12,4,4,0
CCNCc1cccc2[nH]ccc12,13,9,2,2,0
COCc1nnc(N)s1,9,5,3,3,0
CS(=O)(=O)CC(O)c1ccccc1,13,6,2,2,0
Cc1nn(Cc2c(C)noc2C)c(=O)s1,15,10,6,6,0
N#Cc1ccc(N2CCCOCC2)cn1,15,13,4,4,0
Fc1ccc(CNCc2ccccc2)cc1,16,12,4,4,0
CC(=O)Nc1ccc(Oc2ncccn2)cc1,17,12,4,4,0
C1CC(c2nc(C3CC3)no2)CN1,13,13,5,5,0
Cc1cc(F)ccc1CS(N)(=O)=O,13,6,4,4,0
Cc1cncc(NCc2ccncc2)c1,15,12,4,4,0
CC(=O)Nc1ccc(F)c(C(=O)O)c1,14,6,4,4,0
CN(C(=O)C1CC1(C)C)c1cccnc1,15,9,4,5,0
CN(C)C(=O)C1(C(=O)O)CC1,11,3,3,3,0
Cn1ccc(C(=O)Nc2cccc(C(=O)O)c2)n1,18,11,5,5,0
Cc1[nH][nH]c(=O)c1CCO,10,5,3,3,0
CC(C)N1CCCC(CO)C1,11,6,3,3,0
c1cnc(NC2CCCCCC2)nc1,14,13,3,3,0
CC(=O)N1CCCC2(CCCCCC2)C1,15,12,2,2,0
O=C(Nc1ccccn1)c1cnccn1,15,12,3,3,0
COc1ccc(NC(=O)Nc2ccncc2)cc1,18,12,4,4,0
Cc1ccc(NC(=O)c2ccccc2C)c(O)c1,18,12,6,6,0
CC(C)NC(=O)N(C)Cc1cnn(C)c1,15,5,3,3,0
Cc1cc(C(=O)Nc2ccn(C)n2)on1,15,10,5,5,0
O=C(Nc1ccc(F)cc1F)Nn1cnnc1,17,11,5,5,0
NC(=O)C1CCN(C(=O)C2CCCCC2)CC1,17,12,4,4,0
CC1CN(Cc2nnsc2Cl)C(C)CO1,15,11,6,6,0
CNC(=O)c1cnc(C)s1,10,5,3,3,0
O=C(NCC1CC1)Nc1ccc2c(c1)CCO2,17,12,3,3,0
O=C(Nc1cccc(F)c1)c1cnccn1,16,12,4,4,0
Clc1cccc(CN2CCOCC2)c1,14,12,4,4,0
CC(C)Oc1ccc(-c2csc(N)n2)cc1,16,11,5,5,0
Oc1cccc(CN2CCSCC2)c1,14,12,4,4,0
CNC(=O)c1nc2ccccc2c(=O)[nH]1,15,10,2,2,0
Cc1nnc(N2CCCCC2)s1,12,11,4,4,0
CS(=O)(=O)N1CCN(Cc2ccco2)CC1,16,11,4,4,0
COc1ccc(C)cc1NC(=O)Nn1cnnc1,18,11,5,5,0
CC(Oc1ccc(-c2ccccc2)cc1)C(=O)O,18,12,4,4,0
Cc1nsc(N2CCOC(C)C2C)n1,14,11,6,6,0
CC(=O)N1CC(C)Oc2c(F)cccc21,15,10,4,4,0
CCc1ccccc1NC(=O)c1snnc1C,17,11,5,5,0
N#CCN1CCN(c2cccc(Cl)c2)CC1,16,12,5,5,0
O=C(Nc1ccc(N2CCOCC2)cc1)C1CC1,18,15,5,5,0
CC(CS(N)(=O)=O)c1ccccc1,13,6,2,2,0
O=C1CN(C(=O)COc2ccccc2)CCN1,17,12,3,3,0
CC(=O)NCc1cn[nH]c1,10,5,2,2,0
O=C(Nc1ccon1)c1cccc(Cl)c1,15,11,4,4,0
O=C(NO)c1ccc2ccccc2n1,14,10,2,2,0
Oc1ncc(NCCc2ccccc2)c(O)n1,17,12,5,5,0
CS(=O)(=O)NCCc1ccc(F)cc1,14,6,3,3,0
CCOC(=O)Nc1sccc1C(N)=O,14,5,3,3,0
CN1CCCc2ccc(S(N)(=O)=O)cc21,15,10,3,3,0
COc1ccc2sc(N)nc2c1,12,9,3,3,0
CNS(=O)(=O)c1cccc(C)c1F,13,6,4,4,0
Cc1occc1C(=O)Nc1cc(C(C)(C)C)on1,18,10,5,5,0
CS(=O)(=O)c1nccn1Cc1cscn1,15,10,4,4,0
CS(=O)(=O)N1CCC(C(=O)NC2CC2)CC1,16,9,4,4,0
CC(=O)NCc1ncc[nH]1,10,5,2,2,0
CC1CCN(Cc2c[nH]c3ccccc23)CC1,17,15,4,4,0
NC(=O)C1CCCn2ccnc21,12,9,2,2,0
COC(=O)Nc1nnc(CC2CCCC2)s1,16,10,4,4,0
Nc1ccccc1N1CCOCC1,13,12,4,4,0
CCC1CCC(NCC2CCCO2)CC1,15,11,4,4,0
CCCC(=O)NCc1nc2ccccc2[nH]1,16,9,2,2,0
O=C(Nc1nccs1)C1CC1c1ccccc1,17,14,5,5,0
Nc1cc(C(F)(F)F)ccc1N1CCCCC1,17,12,5,5,0
CCOC(=O)c1ccoc1,10,5,2,2,0
CC(C)(C)C(=O)NCCc1nc2ccccc2[nH]1,18,9,2,2,0
O=C(CC1CCCCC1)Nn1cnnc1,15,11,3,3,0
CN(C)CCN1C(=O)c2ccccc2C1=O,16,9,2,2,0
Cc1nc(-c2ccccc2)no1,12,11,4,4,0
O=C(CN1CCCC1)Nc1cccc(Cl)c1,16,11,4,4,0
Cc1ccc(NC(=O)c2ccco2)cc1O,16,11,5,5,0
CNC(=O)C1CCCc2sc(C)nc21,14,9,3,3,0
CC1(C)CCCN1CCN,10,5,3,4,0
CCn1nccc1CNC,10,5,3,3,0
NC(=O)c1c[nH]c(C2CC2)n1,11,8,4,4,0
CC(=O)NC(C)(C(=O)O)C1CC1,12,3,2,2,0
C1CC(Cc2nc(C3CC3)no2)CCN1,15,14,5,5,0
Fc1ccccc1CNc1cn[nH]c1,14,11,4,4,0
CCN1N=C(C(F)(F)F)CC1=O,12,5,3,3,0
CC(=O)NCc1ccc(S(N)(=O)=O)cc1,15,6,3,3,0
Cc1noc(C)c1C(=O)NCCC1=CCCCC1,18,11,5,5,0
COc1ccc(CCC2(C)NC(=O)NC2=O)cc1,18,11,5,5,0
CCc1noc(C)c1C(=O)Nc1cc(C)on1,17,10,6,6,0
CC(=O)N1CCN(C(N)=O)CC1,12,6,3,3,0
CCn1cc(C(=O)NCc2ccc(F)cc2)cn1,18,11,5,5,0
CCCc1cc(=O)oc2cc(OC(C)=O)ccc12,18,10,3,3,0
O=S1(=O)CCN(Cc2ccco2)CC1,14,11,3,3,0
CC(=O)c1ccc(N2CCC(C(N)=O)CC2)cc1,18,12,5,5,0
O=C(OCc1ccc(Cl)cc1)c1cccnc1,17,12,4,4,0
CC(O)C(=O)NCc1ccccn1,13,6,2,2,0
NC1CCCN(C(=O)CCC(F)(F)F)C1,15,6,3,3,0
CCN(CC)c1cccc(O)c1,12,6,3,3,0
O=C(NCCc1cccs1)C1CCCCC1,16,11,3,3,0
Cc1cc(C(=O)NC(C)C)on1,12,5,3,3,0
CCn1cc(NC(=O)C2CCC2)cn1,14,9,4,4,0
CC(Oc1ccc(C#N)cc1)C(N)=O,14,6,3,3,0
COC(=O)N1CCN(c2ccc(F)cc2)CC1,17,12,5,5,0
CC(Oc1ccc(Cl)cc1)C(N)=O,13,6,3,3,0
CC(C)(C)N1CC(O)C1,9,4,3,3,0
CC(=O)Nc1cccc(F)c1C(=O)O,14,6,4,4,0
CNCCC1CCCCC1,10,6,2,2,0
CC1(C)CN(C(=O)NCC2CC2)C1(C)C,15,7,5,7,0
CN1CCN(C(=O)C2CCCO2)CC1,14,11,4,4,0
CC(N)c1ccc(N2CCOCC2)cc1,15,12,4,4,0
Cn1cc(Oc2ncncc2Cl)cn1,14,11,5,5,0
Cn1cc(C(N)=O)c(C2CCCNC2)n1,15,11,5,5,0
Oc1ccccc1-c1nc(-c2ccccc2)no1,18,17,6,6,0
CC(C)Nc1cccnc1,10,6,2,2,0
CNCc1cccc(Cl)c1,10,6,3,3,0
CCC(=O)Nc1nc(C)cs1,11,5,3,3,0
CN(C1CCCCCC1)S(C)(=O)=O,13,7,2,2,0
CCOc1ncccc1C(N)=O,12,6,3,3,0
C1CCC(NCC2CCCO2)C1,12,10,3,3,0
COc1cc(NC(C)=O)c(OC)cc1Cl,15,6,5,5,0
CC1CN(C(=O)c2cnsn2)C(C)CO1,15,11,5,5,0
CCNC(=O)N1CCN(C(C)=O)CC1,14,6,3,3,0
CCc1nnc(NC(=O)C(F)(F)F)s1,14,5,3,3,0
CC(CO)Nc1ncc(Cl)cc1F,13,6,4,4,0
CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,16,6,3,3,0
CN(Cc1cccc(F)c1)S(N)(=O)=O,14,6,3,3,0
O=C(NCC1CCCO1)N1CCOCC1,15,11,3,3,0
COC(=O)c1ccccc1NC(=O)N1CCCC1,18,11,4,4,0
CC(C)NCc1ccc(N(C)C)cc1,14,6,3,3,0
Cc1csc(NCC2CCCO2)n1,13,10,4,4,0
CC(=O)N1CCCC(O)(C(=O)O)C1,13,6,4,4,0
O=C(COc1ccc(F)cc1)N1CCCC1,16,11,4,4,0
CCOC(=O)C1CCN(c2cnccn2)CC1,17,12,4,4,0
CC(C)NC(=O)c1cc[nH]n1,11,5,2,2,0
CC(O)COc1cccc(F)c1,12,6,3,3,0
CC(N)c1cn(-c2ccccc2)nn1,14,11,4,4,0
CCC(=O)Nc1c(C(N)=O)oc2ccccc12,17,9,3,3,0
CCNc1ccc(S(C)(=O)=O)cc1F,14,6,4,4,0
CCC(CC)C(=O)Nc1ccccc1O,15,6,3,3,0
CNc1nccc(OC)n1,10,6,3,3,0
COC(=O)Nc1ccc(Cc2ccncc2)cc1,18,12,4,4,0
CN1CCN(c2ncccc2F)CC1=O,15,12,5,5,0
CCn1c(NC(C)=O)nc2ccccc21,15,9,3,3,0
CC(=O)NC1CNc2ccccc2C1,14,10,2,2,0
Cc1ccc(S(=O)(=O)N(C)CCC#N)cc1,16,6,3,3,0
Cc1ncsc1C(=O)N1CCCNCC1,15,12,4,4,0
Cn1cc(Cl)c(C(=O)NC2CCCC2)n1,15,10,5,5,0
CCS(=O)(=O)Nc1ccccc1F,13,6,3,3,0
Cc1nn(C)c(C)c1NC(=O)CC#N,14,5,5,5,0
CN(C)Cc1ccc(C(=O)O)o1,12,5,3,3,0
c1coc(CNc2nc3ccccc3[nH]2)c1,16,14,3,3,0
COc1cccc2c1CCCC(=O)N2,14,11,2,2,0
O=C(Nc1cccnc1)c1cnn2cccnc12,18,15,3,3,0
N#CCC(=O)Nc1ccc(Cl)cc1,13,6,3,3,0
CC(C)(CO)NC(=O)c1cccc(Cl)c1,15,6,3,3,0
O=C(NCCc1ccccc1)NC1CCCCC1,18,12,3,3,0
CCOC(=O)c1ccc(F)cc1F,13,6,4,4,0
CS(=O)(=O)Cc1nc2ccccc2[nH]1,14,9,2,2,0
O=C(NCc1ccco1)NC1CCCCC1,16,11,3,3,0
Cn1c(CNC2CCCCC2)nc2ccccc21,18,15,4,4,0
COc1ccc(NC(=O)Nc2cccs2)cn1,17,11,4,4,0
O=C(c1ccncc1)N1CCNCC1,14,12,3,3,0
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,18,12,6,6,0
N#CCC(=O)NC1CCCCC1,12,6,2,2,0
CCOC(=O)Nc1cccc(Cl)c1,13,6,3,3,0
CCc1nnc(NC(=O)c2cnccn2)s1,16,11,4,4,0
CCCC(=O)Nc1nnn(CC)n1,13,5,3,3,0
O=C(NCCc1ccc(F)cc1)c1ccco1,17,11,4,4,0
c1csc(-c2nc(N3CCCCC3)no2)c1,16,16,5,5,0
COc1cccc(C(=O)Nc2ccccc2F)c1,18,12,5,5,0
Cc1cccc(C(=O)N2CCC(C(N)=O)CC2)c1,18,12,5,5,0
Cc1cccc(C(=O)NCC(=O)O)c1,14,6,3,3,0
Cc1[nH]cnc1CN1CCc2ccccc2C1,17,15,4,4,0
COc1ccc(CNC(=O)CC#N)cc1,15,6,3,3,0
O=C(COc1ccccc1)N1CCCC1,15,11,3,3,0
c1nc(N2CCC2)c2[nH]cnc2n1,13,13,3,3,0
CNC(=O)c1c(-c2ccc(F)cc2)noc1C,17,11,6,6,0
CN(C(=O)C1CCNC1)c1ccccc1,15,11,3,3,0
Cn1nc(C(N)=O)c2ccccc21,13,9,3,3,0
O=C(CC(F)(F)F)N1CCNCC1,13,6,2,2,0
NCc1ccccc1OC(F)(F)F,13,6,3,3,0
CCc1cc(=O)n2nc(NC)sc2n1,14,9,3,3,0
CNCc1ccncc1,9,6,2,2,0
Cc1cc(N2CCNCC2)nc(C)n1,14,12,5,5,0
Fc1cccnc1NCC1CCOCC1,15,12,4,4,0
c1csc(-c2nnc[nH]2)n1,10,10,3,3,0
COc1ccc2[nH]cc(CN(C)C)c2c1,15,9,3,3,0
CC1CCC(NC2CCC(O)CC2)CC1,15,12,5,5,0
COc1ccc(NCc2ccc(F)cc2)cc1,17,12,5,5,0
CS(=O)(=O)NCC1CCNCC1,12,6,2,2,0
OCC1CN(Cc2ccccc2)CCO1,15,12,4,4,0
Nc1ncncc1-c1ccc(Cl)cc1,14,12,5,5,0
CC(C)Nc1ncccn1,10,6,2,2,0
CCOc1ccc(C(C)N)cc1,12,6,3,3,0
Cc1cc(F)cc(S(N)(=O)=O)c1,12,6,4,4,0
OC1CCN(Cc2ccsc2)CC1,13,11,4,4,0
CC(C)(O)CNC1CCOCC1,12,6,2,2,0
CC(C)N(C)S(=O)(=O)N1CCNC(=O)C1,15,6,2,2,0
Fc1cccc(CN2CCOCC2)c1,14,12,4,4,0
COCC(=O)NCc1nc2ccccc2[nH]1,16,9,2,2,0
CNC1CCCN(c2cccnn2)C1,14,12,4,4,0
COc1ccc(CNC(=O)c2cnccn2)cc1,18,12,4,4,0
O=C(CCCc1ccccc1)N1CCOCC1,17,12,3,3,0
Cc1noc(NC(=O)CC2CCCC2)n1,15,10,4,4,0
CCc1nc(C2CCCN2)no1,12,10,4,4,0
COc1ccc(C(=O)Nc2ccccc2F)cc1,18,12,5,5,0
Cc1nccn1CC(C)O,10,5,3,3,0
CCNc1ccc(C#N)cn1,11,6,3,3,0
CCNC(=O)CN1CC(C)OCC1C,14,6,4,4,0
CC(=O)Nc1nnc(SC(C)C)s1,13,5,3,3,0
Cn1nnc(NC(=O)c2cc3ccccc3o2)n1,18,14,4,4,0
Cn1cc(C(N)=O)c(C(F)F)n1,12,5,4,4,0
Cn1cc(CNC(=O)c2ccco2)cn1,15,10,4,4,0
CC(C)n1cnc(S(N)(=O)=O)c1,12,5,3,3,0
CCC(=O)Nc1nnc(C2CCCCC2)s1,16,11,4,4,0
Cc1cc2ncn(CC(N)=O)c2cc1C,15,9,4,4,0
CC1CCN(C(=O)CC(F)(F)F)CC1,14,6,3,3,0
COc1ccc(Br)cc1CNC(C)=O,14,6,4,4,0
CCOC(=O)N1CCOCC1,11,6,2,2,0
N#Cc1cccc(NC(=O)CCC2CCCC2)c1,18,11,4,4,0
CC(=O)NCCc1ccccc1C,13,6,3,3,0
O=C(c1c(F)cccc1F)N1CCCC1,15,11,4,5,0
CC1COCCN1CCN,10,6,3,3,0
COc1ccc2nc(NC(=O)C3CC3)sc2c1,17,12,4,4,0
Cc1cc(CN(C)C(=O)NC2CC2)no1,15,8,4,4,0
CC(Oc1ccccc1F)C(=O)O,13,6,3,3,0
Cn1ncc(Cl)c1C(=O)N1CCCCC1,15,11,5,5,0
CC(=O)Nc1ccccc1CC(=O)O,14,6,3,3,0
Oc1ccccc1CN1CCOCC1,14,12,4,4,0
Cc1cc(C)nc(NC(=O)Nc2ccccc2)c1,18,12,5,5,0
CS(=O)(=O)Nc1ccc(-c2ccccc2)cc1,17,12,4,4,0
CNC1(C(N)=O)CCCC1,10,5,3,3,0
CCc1nnc(NC(=O)CN(C)C)s1,14,5,3,3,0
CC(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,16,6,3,4,0
CC(C)C(=O)Nc1nnn(C)n1,12,5,3,3,0
CCN(CC)S(=O)(=O)c1ccc(C)cc1,15,6,3,3,0
CCC(=O)Nc1ccc(N2CCC(C)CC2)cc1,18,12,5,5,0
CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,14,9,2,2,0
CCOc1cccc(C(=O)Nc2nnn(C)n2)c1,18,11,5,5,0
CN(c1ccc(C(N)=O)nn1)C1CCC1,15,10,4,4,0
Cc1ccc(CNC(=O)c2sccc2C)cc1,17,11,5,5,0
CCOc1ccc(CC(=O)O)cc1,13,6,3,3,0
O=C(CC1CCCCC1)Nc1cccnc1,16,12,3,3,0
CSc1nsc(NC(C)=O)n1,11,5,3,3,0
c1ccc(SCCN2CCOCC2)cc1,15,12,3,3,0
CC1CCOC1C(=O)Nc1cnns1,14,10,4,4,0
COc1ccc(N2CC(C(N)=O)CC2=O)cc1,17,11,5,5,0
COC(=O)Nc1sc(C)nc1-c1ccccc1,17,11,5,5,0
COCC1CN(c2ccccn2)CCO1,15,12,4,4,0
CC(=O)NCC1(O)CCCC1,11,5,3,3,0
O=C(O)COCc1ccccc1,12,6,2,2,0
Cc1ccccc1CC(N)=O,11,6,3,3,0
CC(C)C(N)C(=O)N1CCOCC1,13,6,2,2,0
CCCc1nnc(NC(=O)c2ccccn2)s1,17,11,4,4,0
CNC(C)c1sc(C)nc1C,11,5,4,4,0
NC(=O)c1ccc(NC(=O)c2cnccn2)cc1,18,12,4,4,0
