COCC(=O)Nc1cccc(NC(C)=O)c1,CC(=O)Nc1ccccc1,FG|COCC(=O)N[Xe]|COCC(O)N[100Xe]|RING|CC(=O)Nc1cccc([Xe])c1|CC(O)NC1CCCC([100Xe])C1
COCC(=O)Nc1cccc(NC(C)=O)c1,COCC(=O)Nc1ccccc1,FG|CC(=O)N[Xe]|CC(O)N[101Xe]|RING|COCC(=O)Nc1cccc([Xe])c1|COCC(O)NC1CCCC([101Xe])C1
COCC(=O)Nc1cccc(NC(C)=O)c1,CC(N)=O.COCC(N)=O,RING|[Xe]c1cccc([Xe])c1|[100Xe]C1CCCC([101Xe])C1|FG|CC(=O)N[Xe].COCC(=O)N[Xe]|CC(O)N[101Xe].COCC(O)N[100Xe]
CCC(=O)NC1CCNC1,C1CCNC1,FG|CCC(=O)N[Xe]|CCC(O)N[100Xe]|RING|[Xe]C1CCNC1|[100Xe]C1CCCC1
CCC(=O)NC1CCNC1,CCC(N)=O,RING|[Xe]C1CCNC1|[100Xe]C1CCCC1|FG|CCC(=O)N[Xe]|CCC(O)N[100Xe]
COCC(=O)Nc1nnc(C)s1,Cc1nncs1,FG|COCC(=O)N[Xe]|COCC(O)N[100Xe]|RING|Cc1nnc([Xe])s1|CC1CCC([100Xe])C1
COCC(=O)Nc1nnc(C)s1,COCC(=O)Nc1nncs1,FG|C[Xe]|C[101Xe]|RING|COCC(=O)Nc1nnc([Xe])s1|COCC(O)NC1CCC([101Xe])C1
COCC(=O)Nc1nnc(C)s1,C.COCC(N)=O,RING|[Xe]c1nnc([Xe])s1|[100Xe]C1CCC([101Xe])C1|FG|COCC(=O)N[Xe].C[Xe]|COCC(O)N[100Xe].C[101Xe]
CCn1cc(CNC(=O)c2cccnc2)cn1,CCn1cc(CNC=O)cn1,RING|[Xe]c1cccnc1|[102Xe]C1CCCCC1|RING|CCn1cc(CNC(=O)[Xe])cn1|CCC1CCC(CNC(O)[102Xe])C1
CCn1cc(CNC(=O)c2cccnc2)cn1,O=C(NCc1cn[nH]c1)c1cccnc1,FG|CC[Xe]|CC[100Xe]|RING|O=C(NCc1cnn([Xe])c1)c1cccnc1|OC(NCC1CCC([100Xe])C1)C1CCCCC1
CCn1cc(CNC(=O)c2cccnc2)cn1,CCn1cccn1.c1ccncc1,FG|O=C([Xe])NC[Xe]|OC([102Xe])NC[101Xe]|RING|CCn1cc([Xe])cn1.[Xe]c1cccnc1|CCC1CCC([101Xe])C1.[102Xe]C1CCCCC1
CCn1cc(CNC(=O)c2cccnc2)cn1,CC.CNC(=O)c1cccnc1,RING|[Xe]c1cnn([Xe])c1|[100Xe]C1CCC([101Xe])C1|RING|CC[Xe].O=C(NC[Xe])c1cccnc1|CC[100Xe].OC(NC[101Xe])C1CCCCC1
COc1ccc(Nc2ncnc3[nH]cnc23)cc1,COc1ccc(N)cc1,RING|[Xe]c1ncnc2[nH]cnc12|[102Xe]C1CCCC2CCCC12|RING|COc1ccc(N[Xe])cc1|COC1CCC(N[102Xe])CC1
COc1ccc(Nc2ncnc3[nH]cnc23)cc1,COc1ccccc1.c1ncc2nc[nH]c2n1,FG|[Xe]N[Xe]|[101Xe]N[102Xe]|RING|COc1ccc([Xe])cc1.[Xe]c1ncnc2[nH]cnc12|COC1CCC([101Xe])CC1.[102Xe]C1CCCC2CCCC12
COc1ccc(Nc2ncnc3[nH]cnc23)cc1,c1ccc(Nc2ncnc3[nH]cnc23)cc1,FG|CO[Xe]|CO[100Xe]|RING|[Xe]c1ccc(Nc2ncnc3[nH]cnc23)cc1|[100Xe]C1CCC(NC2CCCC3CCCC23)CC1
COc1ccc(Nc2ncnc3[nH]cnc23)cc1,CO.Nc1ncnc2[nH]cnc12,RING|[Xe]c1ccc([Xe])cc1|[100Xe]C1CCC([101Xe])CC1|RING|CO[Xe].[Xe]Nc1ncnc2[nH]cnc12|CO[100Xe].[101Xe]NC1CCCC2CCCC12
CN1CCN(C(=O)C2CCCN2)CC1,C.O=CC1CCCN1,RING|[Xe]N1CCN([Xe])CC1|[100Xe]C1CCC([101Xe])CC1|RING|C[Xe].O=C([Xe])C1CCCN1|C[100Xe].OC([101Xe])C1CCCC1
CN1CCN(C(=O)C2CCCN2)CC1,O=C(C1CCCN1)N1CCNCC1,FG|C[Xe]|C[100Xe]|RING|O=C(C1CCCN1)N1CCN([Xe])CC1|OC(C1CCCC1)C1CCC([100Xe])CC1
CN1CCN(C(=O)C2CCCN2)CC1,C1CCNC1.CN1CCNCC1,FG|O=C([Xe])[Xe]|OC([101Xe])[102Xe]|RING|CN1CCN([Xe])CC1.[Xe]C1CCCN1|CC1CCC([101Xe])CC1.[102Xe]C1CCCC1
CN1CCN(C(=O)C2CCCN2)CC1,CN1CCN(C=O)CC1,RING|[Xe]C1CCCN1|[102Xe]C1CCCC1|RING|CN1CCN(C(=O)[Xe])CC1|CC1CCC(C(O)[102Xe])CC1
O=C(c1ccc(Cl)cc1)N1CCSCC1,O=Cc1ccc(Cl)cc1,RING|[Xe]N1CCSCC1|[102Xe]C1CCCCC1|RING|O=C([Xe])c1ccc(Cl)cc1|OC([102Xe])C1CCC(Cl)CC1
